form	lemma	POS	morph
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
༑ ༑		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
རྐང་བཞི་	རྐང་བཞི་	NO_POS
དུད་འགྲོ་	དུད་འགྲོ་	NOUN
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
༑ ༑		PUNCT
རྐང་	རྐང་	NOUN
ཚེ་	ཚེ་	NOUN
གོམ་	གོམ་	NO_POS
ཚེ་	ཚེ་	NOUN
སློབ་པ་	སློབ་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
དེ་ནས་	དེ་ནས་	NO_POS
ལོ་	གོ་	PART
གསུམ་	གསུམ་	NUM
ལོན་པ་	ལོན་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
ཚེ་	ཚེ་	NOUN
། །		PUNCT
ག་	ག་	NOUN
འགྲོ་	འགྲོ་	VERB
མིག་	མིག་	NOUN
གིས་	གིས་	PART
འཚོ་བ་	འཚོ་བ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
དེ་ནས་	དེ་ནས་	NO_POS
ལོ་	གོ་	PART
ལྔ་	ལྔ་	NUM
ལོན་པ་	ལོན་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
ཚེ་	ཚེ་	NOUN
། །		PUNCT
གོ་	གོ་	NOUN
ལྷྭམ་		NON_WORD
ལམ་མཆོག་	ལམ་མཆོག་	OTHER
སྟོན་པ་	སྟོན་པ་	NOUN
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
དེ་ནས་	དེ་ནས་	NO_POS
ལོ་	གོ་	PART
བཅུ་	བཅུ་	NUM
ལོན་པ་	ལོན་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
ཚེ་	ཚེ་	NOUN
། །		PUNCT
སེམས་	སེམས་	NOUN
ཀྱི་	གི་	PART
ཁོ་ཐག་	ཁོ་ཐག་	NOUN
ཆོད་པ་	ཆོད་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
སེམས་	སེམས་	NOUN
ལ་རྩེ་	ལ་རྩེ་	NOUN
གཅིག་	གཅིག་	NUM
བསྒོམས་པ་	བསྒོམས་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
"།

།"		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
གང་	གང་	NO_POS
ལ་	ལ་	PART
འགྲོ་	འགྲོ་	VERB
དབང་ཡོད་པ་	དབང་ཡོད་པ་	NO_POS
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
༑ ༑		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
འགྲོ་	འགྲོ་	VERB
ན་	ནས་	PART
རང་དབང་	རང་དབང་	NOUN
ཡོད་པ་	ཡོད་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
༑ ༑		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
གློ་བུ་	གློ་བུ་	OTHER
བདུད་	བདུད་	NOUN
ཀྱིས་	གིས་	PART
ཁྱེར་བ་	ཁྱེར་བ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
༑ ༑		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
ཁྱེ་	ཁྱེ་	VERB
ན་	ནས་	PART
ག་	ག་	NOUN
ཡོད་	ཡོད་	VERB
མི་	མི་	PART
ཤེ་	ཤེ་	VERB
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
རྣམ་ཤེས་	རྣམ་ཤེས་	NOUN
དབྱེ་	དབྱེ་	VERB
ར་	ལ་	PART
མེད་	མེད་	VERB
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
བརྗོད་	བརྗོད་	VERB
ན་	ནས་	PART
ཁྲོ་བ་	ཁྲོ་བ་	VERB
མི་	མི་	PART
བྱེད་	བྱེད་	VERB
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
བསམ་པ་	བསམ་པ་	VERB
ཡང་ཡང་	ཡང་ཡང་	NO_POS
འཕྲོག་པ་	འཕྲོག་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
དྲིན་	དྲིན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
མཆི་མ་	མཆི་མ་	NOUN
ཤོར་བ་	ཤོར་བ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
མ་	མ་	PART
ཁྱོད་	ཁྱོད་	PRON
འདི་	འདི་	DET
ན་	ནས་	PART
ལུས་སེམས་	ལུས་སེམས་	NOUN
བྲལ་བ་	བྲལ་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
། །		PUNCT
ཞིང་མཆོག་	ཞིང་མཆོག་	OTHER
བདེ་བ་	བདེ་བ་	VERB
ཅན་	ཅན་	PART
དུ་	ལ་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
སྐྱེ་	སྐྱེ་	VERB
ན་	ནས་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སྙིང་པོ་	སྙིང་པོ་	NOUN
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
ཐོབ་	ཐོབ་	VERB
ན་	ནས་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
དོན་	དོན་	NOUN
ཀུན་	ཀུན་	DET
མཛད་	མཛད་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
༑ ༑		PUNCT
དོན་	དོན་	NOUN
ཆེན་	ཆེན་	NO_POS
སྙིང་	སྙིང་	NOUN
ན་	ནས་	PART
ཚིག་	ཚིག་	NOUN
གི་	གི་	PART
སེམས་	སེམས་	NOUN
ལ་	ལ་	PART
བཅག་	བཅག་	VERB
།		PUNCT
སྟུག་པོ་	སྟུག་པོ་	ADJ
བཀོད་པ་	བཀོད་པ་	VERB
འི་	གི་	PART
ཞིང་	ཅིང་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆང་	འཆང་	NO_POS
། །		PUNCT
རྔ་ཡབ་	རྔ་ཡབ་	NOUN
གླིང་	གླིང་	NOUN
ན་	ནས་	PART
པདྨ་	པདྨ་	NOUN
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
ཞེ་	ཅེས་	PART
། །		PUNCT
ཁ་བ་	ཁ་བ་	NOUN
ཅན་	ཅན་	PART
ན་	ལ་	PART
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
༑ ༑		PUNCT
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
ལ་	ལ་	PART
དྲིན་ལན་	དྲིན་ལན་	NOUN
སོད་	སོད་	VERB
པར་ཤོག་	པར་ཤོག་	NO_POS
།		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
ཅེས་པ་	ཅེས་པ་	PART
འདི་	འདི་	DET
ཡང་	ཀྱང་	PART
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
རང་བྱུང་	རང་བྱུང་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ས་	གིས་	PART
མ་	མ་	PART
ཡུམ་	ཡུམ་	NOUN
གྱི་	གི་	PART
དྲྀན་		NON_WORD
ལན་	ལན་	NOUN
བཤགས་པ་	བཤགས་པ་	VERB
འི་	གི་	PART
མདོ་	མདོ་	NOUN
མཛད་པ་	མཛད་པ་	VERB
འོ་	གོ་	PART
།། །།		PUNCT
རྗེ་	རྗེ་	NO_POS
ཞྭ་དམར་	ཞྭ་དམར་	PROPN
དྲུག་པ་	དྲུག་པ་	NUM
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
གིས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
ཉེ་	ཉེ་	NUM
ལྔ་པ་	ལྔ་པ་	NUM
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།། ༄༅། །		PUNCT
ནངས་མོ་	ནངས་མོ་	NO_POS
ར་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
ར་	ལ་	PART
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
རྣམས་	རྣམས་	DET
མངོན་སུམ་	མངོན་སུམ་	NOUN
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
མདུན་	མདུན་	NOUN
གྱི་	གི་	PART
ནམ་མཁ་	ནམ་མཁའ་	NOUN
ར་	ལ་	PART
དཔང་པོ་	དཔང་པོ་	NOUN
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
དུ་	ལ་	PART
བཞུགས་པ་	བཞུགས་པ་	VERB
ར་	ལ་	PART
མོ་	མོ་	VERB
ལ་	ལ་	PART
།		PUNCT
མཚན་མོ་	མཚན་མོ་	ADV
རྨི་ལམ་	རྨི་ལམ་	NOUN
ཚུན་	ཚུན་	ADV
དུ་	ལ་	PART
ཉེས་པ་	ཉེས་པ་	VERB
བྱུང་	བྱུང་	VERB
ཚད་	ཚད་	NOUN
ལྟུང་བཤགས་	ལྟུང་བཤགས་	OTHER
སམ་	གམ་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྐང་	རྐང་	NOUN
གཉིས་	གཉིས་	NUM
སོགས་	སོགས་	DET
སམ་	གམ་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
རྡོ་		
འཛིན་པ་	འཛིན་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
མགོན་པོ་	མགོན་པོ་	NOUN
བདག་	བདག་	PRON
ནི་	ནི་	NO_POS
ལྟ་བུ་	ལྟ་བུ་	NOUN
ས་	གིས་	PART
སྙིང་	སྙིང་	NOUN
ན་	ནས་	PART
བཤགས་	བཤགས་	NO_POS
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཐལ་མོ་	ཐལ་མོ་	NOUN
སྦྱར་	སྦྱར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
སྲ་	སྲ་	NOUN
བཅའ་	བཅའ་	VERB
དགོངས་	དགོངས་	VERB
སུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
འགྲོ་	འགྲོ་	VERB
ཀུན་	ཀུན་	DET
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ས་	ས་	ADP
ལ་	ལ་	PART
འགོད་པ་	འགོད་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
སྡོམ་པ་	སྡོམ་པ་	NOUN
འི་	གི་	PART
ཚུལ་ཁྲིམས་	ཚུལ་ཁྲིམས་	NOUN
ནམ་ཡང་	ནམ་ཡང་	OTHER
མི་	མི་	PART
ཉམས་	ཉམས་	NOUN
ཤིང་	ཅིང་	PART
༑ ༑		PUNCT
བདག་	བདག་	PRON
རྒྱུད་	རྒྱུད་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རློབས་	རློབས་	VERB
། །		PUNCT
འཇིགས་	འཇིགས་	VERB
ཚེ་	ཚེ་	NOUN
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལྷ་	ལྷ་	NOUN
མི་	མི་	PART
ར་	ལ་	PART
སྐྱབས་འཚོལ་	སྐྱབས་འཚོལ་	NO_POS
དང་	དང་	NO_POS
། །		PUNCT
ཆོ་	ཆོ་	NOUN
སྤངས་	སྤངས་	VERB
སྨན་	སྨན་	NOUN
སྔགས་	སྔགས་	NOUN
རྫ་	རྫ་	NOUN
བོན་	བོན་	NO_POS
སོགས་	སོགས་	DET
ལ་	ལ་	PART
སྐྱབས་	སྐྱབས་	NOUN
། །		PUNCT
རབ་བྱུང་	རབ་བྱུང་	NOUN
རྟགས་	རྟགས་	NOUN
དོར་	དོར་	VERB
ཁྱིམ་པ་	ཁྱིམ་པ་	NOUN
མུ་སྟེགས་	མུ་སྟེགས་	NOUN
འགྲོགས་	འགྲོགས་	NO_POS
། །		PUNCT
སྐྱབས་འགྲོ་	སྐྱབས་འགྲོ་	OTHER
གཏོང་བ་	གཏོང་བ་	VERB
འི་	གི་	PART
བསམ་སྦྱོར་	བསམ་སྦྱོར་	NOUN
མི་	མི་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།		PUNCT
		
།		PUNCT
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
ཞེ་སྡང་	ཞེ་སྡང་	NOUN
དབང་	དབང་	NOUN
གིས་	གིས་	PART
སྲོག་གཅོད་	སྲོག་གཅོད་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
དེ་	སྟེ་	PART
དང་	དང་	NO_POS
ཆ་	ཆ་	NOUN
མཐུན་	མཐུན་	VERB
གསོད་	གསོད་	NO_POS
སེམས་	སེམས་	NOUN
གནོད་སེམས་	གནོད་སེམས་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
རྡེག་འཚོག་	རྡེག་འཚོག་	NO_POS
བསྔོས་ཤ་	བསྔོས་ཤ་	NO_POS
གཞན་	གཞན་	DET
ལ་	ལ་	PART
འཚེ་བ་	འཚེ་བ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
ལག་	ལག་	NOUN
ཏུ་	ལ་	PART
ལེན་པ་	ལེན་པ་	VERB
འི་	གི་	PART
བསམ་སྦྱོར་	བསམ་སྦྱོར་	NOUN
མི་	མི་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།		PUNCT
		
།		PUNCT
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
རྫ་	རྫ་	NOUN
ལ་	ལ་	PART
ཆགས་པ་	ཆགས་པ་	VERB
འི་	གི་	PART
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
ཀྱིས་	གིས་	PART
། །		PUNCT
མ་	མ་	PART
བྱིན་ལེན་པ་	བྱིན་ལེན་པ་	NO_POS
དངོ་	དངོ་	NOUN
དང་	དང་	NO_POS
དེ་	དེ་	DET
འི་	གི་	PART
ཆ་	ཆ་	NOUN
མཐུན་	མཐུན་	VERB
། །		PUNCT
གཞོགས་སློང་	གཞོགས་སློང་	NO_POS
ཐོབ་	ཐོབ་	VERB
འཇལ་	འཇལ་	VERB
གཡོ་སྒྱུ་	གཡོ་སྒྱུ་	NOUN
ས་	གིས་	PART
བླང་	བླང་	NO_POS
དང་	དང་	NO_POS
ཆང་	ཆང་	NOUN
། །		PUNCT
བརྣབ་སེམས་	བརྣབ་སེམས་	NOUN
སེར་སྣ་	སེར་སྣ་	NOUN
འི་	གི་	PART
བསམ་སྦྱོར་	བསམ་སྦྱོར་	NOUN
མི་	མི་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།		PUNCT
		
།		PUNCT
ནང་	ནང་	NOUN
གི་	གི་	PART
ལུས་	ལུས་	NOUN
ལ་	ལ་	PART
ཆགས་པ་	ཆགས་པ་	VERB
འི་	གི་	PART
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
ཀྱིས་	གིས་	PART
༑ ༑		PUNCT
མི་	མི་	PART
ཚངས་སྤྱོད་	ཚངས་སྤྱོད་	NO_POS
དང་	དང་	NO_POS
ཆ་	ཆ་	NOUN
མཐུན་	མཐུན་	VERB
ཁུ་བ་	ཁུ་བ་	NOUN
འབྱིན་	འབྱིན་	VERB
། །		PUNCT
འཁྲིག་	འཁྲིག་	NO_POS
ཚིག་	ཚིག་	NOUN
སྒེག་ཆོས་	སྒེག་ཆོས་	NO_POS
འཕྱར་གཡེང་	འཕྱར་གཡེང་	NO_POS
རྒོད་	རྒོད་	NOUN
དང་ག་	དང་ག་	NO_POS
ར་	ལ་	PART
། །		PUNCT
འཕྱོར་	འཕྱོར་	NO_POS
འདོད་	འདོད་	VERB
རྩེད་མོ་	རྩེད་མོ་	NOUN
འི་	གི་	PART
བསམ་སྦྱོར་	བསམ་སྦྱོར་	NOUN
མི་	མི་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།		PUNCT
		
།		PUNCT
གཏི་མུག་	གཏི་མུག་	NOUN
དབང་	དབང་	NOUN
གིས་	གིས་	PART
མི་ཆོས་	མི་ཆོས་	OTHER
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
བརྫུན་	བརྫུན་	NOUN
། །		PUNCT
ཆ་	ཆ་	NOUN
མཐུན་	མཐུན་	VERB
བརྫུན་	བརྫུན་	NOUN
ཚིག་	ཚིག་	NOUN
གཞན་	གཞན་	DET
ལ་	ལ་	PART
གཡོ་སྒྱུ་	གཡོ་སྒྱུ་	NOUN
འི་	གི་	PART
སེམས་	སེམས་	NOUN
། །		PUNCT
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
ལས་འབྲས་	ལས་འབྲས་	NOUN
ཚུལ་	ཚུལ་	NOUN
ལ་	ལ་	PART
ལོག་ལྟ་	ལོག་ལྟ་	NOUN
དང་	དང་	NO_POS
༑ ༑		PUNCT
ང་རྒྱལ་	ང་རྒྱལ་	NOUN
བརྫུན་པ་	བརྫུན་པ་	VERB
འི་	གི་	PART
བསམ་སྦྱོར་	བསམ་སྦྱོར་	NOUN
མི་	མི་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།		PUNCT
		
།		PUNCT
དུག་	དུག་	NOUN
གསུམ་	གསུམ་	NUM
གང་རུང་	གང་རུང་	NOUN
གིས་	གིས་	PART
བསླངས་	བསླངས་	NO_POS
ཕ་རོལ་པོ་	ཕ་རོལ་པོ་	NOUN
། །		PUNCT
འབྱེད་	འབྱེད་	VERB
ཕྱི་	ཕྱི་	OTHER
ཕྲ་མ་	ཕྲ་མ་	NOUN
དངོ་	དངོ་	NOUN
དང་	དང་	NO_POS
ཆ་	ཆ་	NOUN
མཐུན་	མཐུན་	VERB
གྱིས་	གིས་	PART
། །		PUNCT
རིངས་	རིངས་	VERB
ཐབས་	ཐབས་	NOUN
འགྱང་	འགྱང་	NO_POS
ཐབས་	ཐབས་	NOUN
དཀྲུག་		NON_WORD
ཐབས་	ཐབས་	NOUN
འཁོན་	འཁོན་	VERB
ཐབས་	ཐབས་	NOUN
ཀྱིས་	གིས་	PART
། །		PUNCT
